cache_key,postal_guess,country,coords,lat,lon,input_city,resolved_city,display_name,query_used,validated,low_confidence,timestamp,status,city_similarity,coords_cluster_count,flag_city_mismatch,flag_clustered_coords,flag_low_confidence,flag_not_validated,flag_failed,suspect_score
1200679_pt,1200679,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA (LISBOA ),Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1200-679', 'city': 'LISBOA (LISBOA )', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:45:58.843121,OK,0.5454545454545454,10,True,True,True,False,False,7
1749024_pt,1749024,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA (LISBOA ),Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1749-024', 'city': 'LISBOA (LISBOA )', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:47:30.397158,OK,0.5454545454545454,10,True,True,True,False,False,7
1070170_pt,1070170,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1070-170', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:45:36.863820,OK,1.0,10,False,True,True,False,False,5
1200235_pt,1200235,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1200-235', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:45:48.850690,OK,1.0,10,False,True,True,False,False,5
1200302_pt,1200302,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1200-302', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:45:53.841838,OK,1.0,10,False,True,True,False,False,5
1649038_pt,1649038,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1649-038', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:47:07.375273,OK,1.0,10,False,True,True,False,False,5
1749004_pt,1749004,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1749-004', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:47:25.376419,OK,1.0,10,False,True,True,False,False,5
1950256_other,1950256_other,other,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'city': 'LISBOA', 'postalcode': '195-0256'}",True,True,2026-01-14T18:47:45.384309,OK,1.0,10,False,True,True,False,False,5
1950256_pt,1950256,pt,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'postalcode': '1950-256', 'city': 'LISBOA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:47:50.379171,OK,1.0,10,False,True,True,False,False,5
19502_other,19502_other,other,"38.7077507,-9.1365919",38.7077507,-9.1365919,LISBOA,Lisboa,"Lisboa, Portugal","structured: {'city': 'LISBOA', 'postalcode': '19502'}",True,True,2026-01-14T18:47:51.396938,OK,1.0,10,False,True,True,False,False,5
11635_other,11635_other,other,"37.9755648,23.7348324",37.9755648,23.7348324,ATHENS,Αθήνα,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 105 57, Ελλάς","structured: {'city': 'ATHENS', 'postalcode': '11635'}",True,True,2026-01-14T18:45:41.851261,OK,0.0,2,True,False,True,False,False,5
11853_other,11853_other,other,"37.9755648,23.7348324",37.9755648,23.7348324,ATENAS,Αθήνα,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 105 57, Ελλάς","structured: {'city': 'ATENAS', 'postalcode': '11853'}",True,True,2026-01-14T18:45:42.869065,OK,0.0,2,True,False,True,False,False,5
2730056_pt,2730056,pt,"38.7315692,-9.2780907",38.7315692,-9.2780907,BARCARENA,Oeiras,"Barcarena, Oeiras, Lisboa, Portugal","structured: {'postalcode': '2730-056', 'city': 'BARCARENA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:50:10.780200,OK,0.13333333333333333,2,True,False,True,False,False,5
2731901_pt,2731901,pt,"38.7315692,-9.2780907",38.7315692,-9.2780907,BARCARENA,Oeiras,"Barcarena, Oeiras, Lisboa, Portugal","structured: {'postalcode': '2731-901', 'city': 'BARCARENA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:50:14.719353,OK,0.13333333333333333,2,True,False,True,False,False,5
4415215_pt,4415215,pt,"41.064143,-8.5572235",41.064143,-8.5572235,PEDROSO,Vila Nova de Gaia,"Pedroso, Vila Nova de Gaia, Porto, Portugal","structured: {'postalcode': '4415-215', 'city': 'PEDROSO', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:56:40.193762,OK,0.08333333333333333,1,True,False,True,False,False,5
2695722_pt,2695722,pt,"38.8238905,-9.0931276",38.8238905,-9.0931276,S. João da Talha,Loures,"2695-722, Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa, Portugal","free-text: 2695-722, Portugal (country=pt)",True,True,2026-01-14T18:49:55.708695,OK,0.09090909090909091,1,True,False,True,False,False,5
2950685_pt,2950685,pt,"38.5674568,-8.9418673",38.5674568,-8.9418673,QUINTA DO ANJO (QUINTA DO ANJO ),Palmela,"Quinta do Anjo, Palmela, Setúbal, Portugal","structured: {'postalcode': '2950-685', 'city': 'QUINTA DO ANJO (QUINTA DO ANJO )', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:52:31.886737,OK,0.10256410256410256,1,True,False,True,False,False,5
2805_es,2805,es,"42.0571009,-0.3056778",42.0571009,-0.3056778,Almada,Argavieso,"La Almada, Argavieso, Hoya de Huesca / Plana de Uesca, Huesca, Aragón, 22135, España","INCOMPLETE_POSTAL: city fallback → Almada, Spain",True,True,2026-01-14T18:50:46.643271,OK,0.26666666666666666,1,True,False,True,False,False,5
3860071_pt,3860071,pt,"40.8062105,-8.5729444",40.8062105,-8.5729444,AVANCA,Estarreja,"Avanca, Estarreja, Aveiro, Portugal","structured: {'postalcode': '3860-071', 'city': 'AVANCA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:55:37.132686,OK,0.26666666666666666,1,True,False,True,False,False,5
1300125_pt,1300125,pt,"38.7121892,-9.1754782",38.7121892,-9.1754782,MONSANTO,Lisboa,"1300-125, Alcântara, Lisboa, Portugal","free-text: 1300-125, Portugal (country=pt)",True,True,2026-01-14T18:46:08.814795,OK,0.2857142857142857,1,True,False,True,False,False,5
4785684_pt,4785684,pt,"41.3307091,-8.5663386",41.3307091,-8.5663386,TROFA (SANTIAGO DO BOUGADO ),Trofa,"4785-684, Bougado (São Martinho e Santiago), Trofa, Porto, Portugal","free-text: 4785-684, Portugal (country=pt)",True,True,2026-01-14T18:58:19.288207,OK,0.30303030303030304,1,True,False,True,False,False,5
44424_es,44424,es,"42.5194761,-1.3632359",42.5194761,-1.3632359,SARRION,Cáseda,"44424, Carretera Venta de Judas - Aibar - Carcastillo, Kaseda, Cáseda, Zangozerria, Navarra, Navarra / Nafarroa, España","free-text: 44424, Spain (country=es)",True,True,2026-01-14T18:56:51.269272,OK,0.3076923076923077,1,True,False,True,False,False,5
9000390_pt,9000390,pt,"38.5631846,-9.0641944",38.5631846,-9.0641944,Funchal,Seixal,"Lote 390, Fernão Ferro, Seixal, Setúbal, Portugal",free-text: 9000-390 (country=pt),True,True,2026-01-14T18:59:33.878554,OK,0.3076923076923077,1,True,False,True,False,False,5
4410308_pt,4410308,pt,"41.9384215,-6.6168826",41.9384215,-6.6168826,Vila Nova de Gaia,Bragança,"EN 308, Aveleda e Rio de Onor, Bragança, Portugal",free-text: 4410-308 (country=pt),True,True,2026-01-14T18:56:36.494156,OK,0.32,1,True,False,True,False,False,5
5000801_pt,5000801,pt,"38.8138165,-9.2257897",38.8138165,-9.2257897,VILA REAL,Odivelas,"Depot Caneças, Bairro dos CTT, Ramada e Caneças, Odivelas, Lisboa, Portugal",free-text: 5000-801 (country=pt),True,True,2026-01-14T18:58:42.363275,OK,0.35294117647058826,1,True,False,True,False,False,5
1495165_pt,1495165,pt,"38.6965891,-9.2309154",38.6965891,-9.2309154,ALGÉS,Oeiras,"1495-165, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa, Portugal","free-text: 1495-165, Portugal (country=pt)",True,True,2026-01-14T18:46:33.780266,OK,0.36363636363636365,1,True,False,True,False,False,5
2565187_pt,2565187,pt,"39.038382,-9.1843296",39.038382,-9.1843296,DOIS PORTOS,Torres Vedras,"Dois Portos, Torres Vedras, Lisboa, Portugal","structured: {'postalcode': '2565-187', 'city': 'DOIS PORTOS', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:49:01.688694,OK,0.4166666666666667,1,True,False,True,False,False,5
36154_es,36154,es,"42.4346635,-8.5805698",42.4346635,-8.5805698,BORA,Pontevedra,"Bora, Pontevedra, Galicia, España","free-text: 36154 BORA, Spain (country=es)",True,True,2026-01-14T18:54:54.540707,OK,0.42857142857142855,1,True,False,True,False,False,5
3800373_pt,3800373,pt,"40.6485273,-8.6281389",40.6485273,-8.6281389,ESGUEIRA,Aveiro,"Esgueira, Aveiro, Portugal","structured: {'postalcode': '3800-373', 'city': 'ESGUEIRA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:55:20.064300,OK,0.42857142857142855,1,True,False,True,False,False,5
4200072_pt,4200072,pt,"41.1816511,-8.6050422",41.1816511,-8.6050422,PORTO (PORTO ),Porto,"4200-072, Paranhos, Porto, Portugal","free-text: 4200-072, Portugal (country=pt)",True,True,2026-01-14T18:56:01.109394,OK,0.5263157894736842,1,True,False,True,False,False,5
47281_es,47281,es,"41.809877,-4.6932238",41.809877,-4.6932238,CORCOS DEL VALLE,Corcos,"Corcos, Valladolid, Castilla y León, España","free-text: 47281 CORCOS DEL VALLE, Spain (country=es)",True,True,2026-01-14T18:58:01.330278,OK,0.5454545454545454,1,True,False,True,False,False,5
33929_es,33929,es,"43.2950131,-5.683431",43.2950131,-5.683431,LANGREO,Llangréu / Langreo,"Llangréu / Langreo, Asturias / Asturies, España","free-text: 33929 LANGREO, Spain (country=es)",True,True,2026-01-14T18:54:35.559410,OK,0.56,1,True,False,True,False,False,5
4450208_pt,4450208,pt,"41.176823,-8.690709",41.176823,-8.690709,MATOSINHOS (MATOSINHOS ),Matosinhos,"4450-208, Matosinhos, Porto, Portugal","free-text: 4450-208, Portugal (country=pt)",True,True,2026-01-14T18:56:52.149273,OK,0.5882352941176471,1,True,False,True,False,False,5
3830590_pt,3830590,pt,"40.6376106,-8.7136614",40.6376106,-8.7136614,GAFANHA DA NAZARÉ (GAFANHA DA NAZARÉ ),Gafanha da Nazaré,"Gafanha da Nazaré, Ílhavo, Aveiro, Portugal","structured: {'postalcode': '3830-590', 'city': 'GAFANHA DA NAZARÉ (GAFANHA DA NAZARÉ )', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:55:33.082178,OK,0.6181818181818182,1,True,False,True,False,False,5
4430164_pt,4430164,pt,"41.1242006,-8.6056226",41.1242006,-8.6056226,VILA NOVA DE GAIA (VILA NOVA DE GAIA ),Vila Nova de Gaia,"4430-164, Mafamude, Vila Nova de Gaia, Porto, Portugal","free-text: 4430-164, Portugal (country=pt)",True,True,2026-01-14T18:56:48.152715,OK,0.6181818181818182,1,True,False,True,False,False,5
30332_es,30332,es,,,,FUENTE ÁLAMO,,,Failed after trying 6 queries with hard validation,False,False,2026-01-14T19:05:08.828506,FAILED_META,0.0,0,False,False,False,False,True,4
45508_es,45508,es,,,,ZIERBANA,,,Failed after trying 6 queries with hard validation,False,False,2026-01-14T19:05:14.724015,FAILED_META,0.0,0,False,False,False,False,True,4
3004504_pt,3004504,pt,"40.2111931,-8.4294632",40.2111931,-8.4294632,COIMBRA,Coimbra,"Coimbra, Portugal","structured: {'postalcode': '3004-504', 'city': 'COIMBRA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:52:46.547911,OK,1.0,3,False,False,True,False,False,3
3060197_pt,3060197,pt,"40.2111931,-8.4294632",40.2111931,-8.4294632,COIMBRA,Coimbra,"Coimbra, Portugal","structured: {'postalcode': '3060-197', 'city': 'COIMBRA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:53:25.288702,OK,1.0,3,False,False,True,False,False,3
4470658_pt,4470658,pt,"40.2111931,-8.4294632",40.2111931,-8.4294632,COIMBRA,Coimbra,"Coimbra, Portugal","structured: {'postalcode': '4470-658', 'city': 'COIMBRA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:57:04.201112,OK,1.0,3,False,False,True,False,False,3
20815_es,20815,es,"40.416782,-3.703507",40.416782,-3.703507,MADRID,Madrid,"Madrid, Comunidad de Madrid, España","free-text: 20815 MADRID, Spain (country=es)",True,True,2026-01-14T18:48:15.429828,OK,1.0,2,False,False,True,False,False,3
2660119_pt,2660119,pt,"38.8308741,-9.1684512",38.8308741,-9.1684512,LOURES,Loures,"Loures, Lisboa, Portugal","structured: {'postalcode': '2660-119', 'city': 'LOURES', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:49:22.881317,OK,1.0,2,False,False,True,False,False,3
2674506_pt,2674506,pt,"38.8308741,-9.1684512",38.8308741,-9.1684512,LOURES,Loures,"Loures, Lisboa, Portugal","structured: {'postalcode': '2674-506', 'city': 'LOURES', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:49:33.713419,OK,1.0,2,False,False,True,False,False,3
2810069_pt,2810069,pt,"38.6831302,-9.1576301",38.6831302,-9.1576301,Almada,Almada,"Almada, Setúbal, Portugal","structured: {'postalcode': '2810-069', 'city': 'Almada', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:50:52.641647,OK,1.0,2,False,False,True,False,False,3
2829511_pt,2829511,pt,"38.6831302,-9.1576301",38.6831302,-9.1576301,Almada,Almada,"Almada, Setúbal, Portugal","structured: {'postalcode': '2829-511', 'city': 'Almada', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:51:03.685307,OK,1.0,2,False,False,True,False,False,3
29048_es,29048,es,"40.416782,-3.703507",40.416782,-3.703507,MADRID,Madrid,"Madrid, Comunidad de Madrid, España","structured: {'city': 'MADRID', 'country': 'Spain'} (country=es)",True,True,2026-01-14T18:52:02.071508,OK,1.0,2,False,False,True,False,False,3
4200355_pt,4200355,pt,"41.1502195,-8.6103497",41.1502195,-8.6103497,Porto,Porto,"Porto, Portugal","structured: {'city': 'Porto', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:56:07.368275,OK,1.0,2,False,False,True,False,False,3
4200374_pt,4200374,pt,"41.1502195,-8.6103497",41.1502195,-8.6103497,Porto,Porto,"Porto, Portugal","structured: {'city': 'Porto', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:56:13.343414,OK,1.0,2,False,False,True,False,False,3
36015_es,36015,es,"42.8181992,-1.6440089",42.8181992,-1.6440089,PAMPLONA,Pamplona / Iruña,"Pamplona / Iruña, Iruñerria, Navarra, Navarra / Nafarroa, España","free-text: 36015 PAMPLONA, Spain (country=es)",True,True,2026-01-14T18:54:50.792690,OK,0.6666666666666666,1,False,False,True,False,False,3
2615170_pt,2615170,pt,"38.8884975,-9.0427194",38.8884975,-9.0427194,ALVERCA DO RIBATEJO,Alverca do Ribatejo e Sobralinho,"2615-170, Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa, Portugal","free-text: 2615-170, Portugal (country=pt)",True,True,2026-01-14T18:49:14.679824,OK,0.7450980392156863,1,False,False,True,False,False,3
5000_es,5000,es,"39.9372616,-0.1004465",39.9372616,-0.1004465,VILA REAL,Vila-real,"Vila-real, la Plana Baixa, Castelló / Castellón, Comunitat Valenciana, 12540, España","INCOMPLETE_POSTAL: city fallback → VILA REAL, Spain",True,True,2026-01-14T18:58:39.316511,OK,0.8888888888888888,1,False,False,True,False,False,3
2014_es,2014,es,"43.3224219,-1.9838889",43.3224219,-1.9838889,DONOSTIA/SAN SEBASTIAN,Donostia / San Sebastián,"Donostia / San Sebastián, Gipuzkoa, Euskadi, España","INCOMPLETE_POSTAL: city fallback → DONOSTIA/SAN SEBASTIAN, Spain",True,True,2026-01-14T18:47:58.332152,OK,0.9565217391304348,1,False,False,True,False,False,3
02071_es,02071,es,"38.9950921,-1.8559154",38.9950921,-1.8559154,ALBACETE,Albacete,"Albacete, Castilla-La Mancha, España","free-text: 02071 ALBACETE, Spain (country=es)",True,True,2026-01-14T18:42:43.606680,OK,1.0,1,False,False,True,False,False,3
04698_es,04698,es,"39.5039227,-0.4421014",39.5039227,-0.4421014,PATERNA,Paterna,"Paterna, l'Horta Nord, València / Valencia, Comunitat Valenciana, España","structured: {'postalcode': '04698', 'city': 'PATERNA', 'country': 'Spain'} (country=es)",True,True,2026-01-14T18:43:04.457626,OK,1.0,1,False,False,True,False,False,3
05290_es,05290,es,"40.8932876,-4.5831845",40.8932876,-4.5831845,SANCHIDRIÁN,Sanchidrián,"Sanchidrián, Ávila, Castilla y León, España","structured: {'postalcode': '05290', 'city': 'SANCHIDRIÁN', 'country': 'Spain'} (country=es)",True,True,2026-01-14T18:43:13.464295,OK,1.0,1,False,False,True,False,False,3
1049001_pt,1049001,pt,"38.7367882,-9.1388877",38.7367882,-9.1388877,LISBOA,Lisboa,"1049-001, Areeiro, Lisboa, Portugal","free-text: 1049-001, Portugal (country=pt)",True,True,2026-01-14T18:45:30.800129,OK,1.0,1,False,False,True,False,False,3
1200023_pt,1200023,pt,"38.7099832,-9.1410775",38.7099832,-9.1410775,LISBOA,Lisboa,"1200-023, Santa Maria Maior, Madalena, Lisboa, Portugal","free-text: 1200-023, Portugal (country=pt)",True,True,2026-01-14T18:45:43.797252,OK,1.0,1,False,False,True,False,False,3
1200468_pt,1200468,pt,"38.7119857,-9.1415987",38.7119857,-9.1415987,LISBOA,Lisboa,"1200-468, Santa Maria Maior, Madalena, Lisboa, Portugal","free-text: 1200-468, Portugal (country=pt)",True,True,2026-01-14T18:45:54.787837,OK,1.0,1,False,False,True,False,False,3
1250095_pt,1250095,pt,"38.7160537,-9.1469061",38.7160537,-9.1469061,LISBOA,Lisboa,"1250-095, Santo António, Lisboa, Portugal","free-text: 1250-095, Portugal (country=pt)",True,True,2026-01-14T18:46:03.802404,OK,1.0,1,False,False,True,False,False,3
13000_es,13000,es,"38.9854201,-3.9285138",38.9854201,-3.9285138,CIUDAD REAL,Ciudad Real,"Ciudad Real, Castilla-La Mancha, España","free-text: 13000 CIUDAD REAL, Spain (country=es)",True,True,2026-01-14T18:46:12.117224,OK,1.0,1,False,False,True,False,False,3
1350342_pt,1350342,pt,"38.7055075,-9.1734611",38.7055075,-9.1734611,LISBOA,Lisboa,"1350-342, Estrela, Lisboa, Portugal","free-text: 1350-342, Portugal (country=pt)",True,True,2026-01-14T18:46:17.793824,OK,1.0,1,False,False,True,False,False,3
15041_es,15041,es,"43.3709703,-8.3959425",43.3709703,-8.3959425,A CORUÑA,A Coruña,"A Coruña, Galicia, España","free-text: 15041 A CORUÑA, Spain (country=es)",True,True,2026-01-14T18:46:40.013358,OK,1.0,1,False,False,True,False,False,3
1600003_pt,1600003,pt,"38.7665346,-9.1813696",38.7665346,-9.1813696,LISBOA,Lisboa,"1600-003, Carnide, Lisboa, Portugal","free-text: 1600-003, Portugal (country=pt)",True,True,2026-01-14T18:47:00.313468,OK,1.0,1,False,False,True,False,False,3
1649003_pt,1649003,pt,"38.7479036,-9.1561152",38.7479036,-9.1561152,LISBOA,Lisboa,"1649-003, Alvalade, Lisboa, Portugal","free-text: 1649-003, Portugal (country=pt)",True,True,2026-01-14T18:47:02.340613,OK,1.0,1,False,False,True,False,False,3
1649028_pt,1649028,pt,"38.7504777,-9.1604033",38.7504777,-9.1604033,LISBOA,Lisboa,"1649-028, Alvalade, Lisboa, Portugal","free-text: 1649-028, Portugal (country=pt)",True,True,2026-01-14T18:47:03.315831,OK,1.0,1,False,False,True,False,False,3
1700066_pt,1700066,pt,"38.7590303,-9.1423401",38.7590303,-9.1423401,LISBOA,Lisboa,"1700-066, Alvalade, Lisboa, Portugal","free-text: 1700-066, Portugal (country=pt)",True,True,2026-01-14T18:47:08.331028,OK,1.0,1,False,False,True,False,False,3
1749016_pt,1749016,pt,"38.7565066,-9.1568586",38.7565066,-9.1568586,LISBOA,Lisboa,"1749-016, Alvalade, Lisboa, Portugal","free-text: 1749-016, Portugal (country=pt)",True,True,2026-01-14T18:47:26.311606,OK,1.0,1,False,False,True,False,False,3
22234_es,22234,es,"41.620467,0.1919892",41.620467,0.1919892,BALLOBAR,Ballobar,"Ballobar, Bajo Cinca / Baix Cinca, Huesca, Aragón, España","free-text: 22234 BALLOBAR, Spain (country=es)",True,True,2026-01-14T18:48:23.696955,OK,1.0,1,False,False,True,False,False,3
23071_es,23071,es,"37.7728858,-3.7883289",37.7728858,-3.7883289,JAÉN,Jaén,"Jaén, Andalucía, España","free-text: 23071 JAÉN, Spain (country=es)",True,True,2026-01-14T18:48:36.031448,OK,1.0,1,False,False,True,False,False,3
2384909_pt,2384909,pt,"39.4585519,-8.6697497",39.4585519,-8.6697497,Alcanena,Alcanena,"Alcanena, Santarém, Portugal","structured: {'postalcode': '2384-909', 'city': 'Alcanena', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:48:41.678279,OK,1.0,1,False,False,True,False,False,3
2695727_pt,2695727,pt,"38.8229526,-9.0909932",38.8229526,-9.0909932,LOURES,Loures,"2695-727, Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa, Portugal","free-text: 2695-727, Portugal (country=pt)",True,True,2026-01-14T18:49:56.826787,OK,1.0,1,False,False,True,False,False,3
2780157_pt,2780157,pt,"38.6962556,-9.3213186",38.6962556,-9.3213186,Oeiras,Oeiras,"2780-157, Quinta do Marquês, Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa, Portugal","free-text: 2780-157, Portugal (country=pt)",True,True,2026-01-14T18:50:17.738276,OK,1.0,1,False,False,True,False,False,3
28871_es,28871,es,"40.481954,-3.363981",40.481954,-3.363981,ALCALÁ DE HENARES,Alcalá de Henares,"Alcalá de Henares, Comunidad de Madrid, España","free-text: 28871 ALCALÁ DE HENARES, Spain (country=es)",True,True,2026-01-14T18:51:22.757468,OK,1.0,1,False,False,True,False,False,3
2910440_pt,2910440,pt,"38.5241783,-8.8932341",38.5241783,-8.8932341,Setubal,Setúbal,"Setúbal, Portugal","structured: {'postalcode': '2910-440', 'city': 'Setubal', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:52:11.030139,OK,1.0,1,False,False,True,False,False,3
2950401_pt,2950401,pt,"38.569601,-8.9011653",38.569601,-8.9011653,PALMELA,Palmela,"Palmela, Setúbal, Portugal","structured: {'postalcode': '2950-401', 'city': 'PALMELA', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:52:25.885297,OK,1.0,1,False,False,True,False,False,3
30071_es,30071,es,"37.9923795,-1.1305431",37.9923795,-1.1305431,MURCIA,Murcia,"Murcia, Área Metropolitana de Murcia, Región de Murcia, España","free-text: 30071 MURCIA, Spain (country=es)",True,True,2026-01-14T18:52:51.810373,OK,1.0,1,False,False,True,False,False,3
3100517_pt,3100517,pt,"39.9161851,-8.6279171",39.9161851,-8.6279171,POMBAL,Pombal,"Pombal, Leiria, Portugal","structured: {'postalcode': '3100-517', 'city': 'POMBAL', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:53:35.332286,OK,1.0,1,False,False,True,False,False,3
33318_es,33318,es,"43.4813776,-5.4344978",43.4813776,-5.4344978,VILLAVICIOSA,Villaviciosa,"Villaviciosa, Asturias / Asturies, España","free-text: 33318 VILLAVICIOSA, Spain (country=es)",True,True,2026-01-14T18:54:13.496497,OK,1.0,1,False,False,True,False,False,3
33425_es,33425,es,"43.4544809,-5.8506737",43.4544809,-5.8506737,LLANERA,Llanera,"Llanera, Asturias / Asturies, España","free-text: 33425 LLANERA, Spain (country=es)",True,True,2026-01-14T18:54:19.534163,OK,1.0,1,False,False,True,False,False,3
33682_es,33682,es,"43.2349958,-5.769932",43.2349958,-5.769932,MIERES,Mieres,"Mieres, Asturias / Asturies, España","structured: {'city': 'MIERES', 'country': 'Spain'} (country=es)",True,True,2026-01-14T18:54:30.377948,OK,1.0,1,False,False,True,False,False,3
34071_es,34071,es,"42.0108856,-4.5328735",42.0108856,-4.5328735,PALENCIA,Palencia,"Palencia, Castilla y León, España","free-text: 34071 PALENCIA, Spain (country=es)",True,True,2026-01-14T18:54:44.728494,OK,1.0,1,False,False,True,False,False,3
36555_es,36555,es,"42.5900309,-8.3509643",42.5900309,-8.3509643,FORCAREI,Forcarei,"Forcarei, Tabeirós - Terra de Montes, Pontevedra, Galicia, España","free-text: 36555 FORCAREI, Spain (country=es)",True,True,2026-01-14T18:55:08.107890,OK,1.0,1,False,False,True,False,False,3
4050253_pt,4050253,pt,"41.1410678,-8.6162974",41.1410678,-8.6162974,Porto,Porto,"4050-253, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto, Portugal","free-text: 4050-253, Portugal (country=pt)",True,True,2026-01-14T18:55:46.150007,OK,1.0,1,False,False,True,False,False,3
4050314_pt,4050314,pt,"41.1481511,-8.6143338",41.1481511,-8.6143338,Porto,Porto,"4050-314, Baixa do Porto, Oliveiras, Centro Histórico, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto, Portugal","free-text: 4050-314, Portugal (country=pt)",True,True,2026-01-14T18:55:47.112664,OK,1.0,1,False,False,True,False,False,3
4169005_pt,4169005,pt,"41.1531909,-8.6718578",41.1531909,-8.6718578,Porto,Porto,"4169-005, Aldoar, Foz do Douro e Nevogilde, Porto, Portugal","free-text: 4169-005, Portugal (country=pt)",True,True,2026-01-14T18:55:56.105622,OK,1.0,1,False,False,True,False,False,3
4169007_pt,4169007,pt,"41.1523603,-8.6375845",41.1523603,-8.6375845,Porto,Porto,"4169-007, Lordelo do Ouro e Massarelos, Porto, Portugal","free-text: 4169-007, Portugal (country=pt)",True,True,2026-01-14T18:55:57.104487,OK,1.0,1,False,False,True,False,False,3
43080_es,43080,es,"41.1172364,1.2546057",41.1172364,1.2546057,TARRAGONA,Tarragona,"Tarragona, Tarragonès, Tarragona, Catalunya, España","free-text: 43080 TARRAGONA, Spain (country=es)",True,True,2026-01-14T18:56:20.736624,OK,1.0,1,False,False,True,False,False,3
4440544_pt,4440544,pt,"41.1918531,-8.5087144",41.1918531,-8.5087144,VALONGO,Valongo,"4440-544, Valongo, Porto, Portugal","free-text: 4440-544, Portugal (country=pt)",True,True,2026-01-14T18:56:49.167212,OK,1.0,1,False,False,True,False,False,3
4715330_pt,4715330,pt,"41.5510583,-8.4280045",41.5510583,-8.4280045,Braga,Braga,"Braga, Portugal","structured: {'postalcode': '4715-330', 'city': 'Braga', 'country': 'Portugal'} (country=pt)",True,True,2026-01-14T18:57:55.222319,OK,1.0,1,False,False,True,False,False,3
